,Location,Date,newCases,Price,Open,High,Low,Vol.,Change %
96,Canada,2020-06-11,439,65.51,66.42,66.45,65.4,870.75K,-1.93%
97,Canada,2020-06-12,436,66.44,66.24,66.86,65.49,1.33M,1.42%
98,Canada,2020-06-15,359,66.18,65.95,66.6,65.39,745.49K,-0.39%
99,Canada,2020-06-16,324,66.67,67.06,67.43,66.1,847.53K,0.74%
100,Canada,2020-06-17,404,65.92,66.88,67.25,65.65,814.07K,-1.12%
101,Canada,2020-06-18,386,66.27,66.12,66.8,65.85,405.16K,0.53%
102,Canada,2020-06-19,437,67.15,66.7,67.34,66.1,2.95M,1.33%
103,Canada,2020-06-22,340,66.54,67.13,67.7,66.37,983.26K,-0.91%
104,Canada,2020-06-23,349,65.21,66.75,67.04,64.75,1.27M,-2.00%
105,Canada,2020-06-24,320,66.13,65.16,66.39,64.98,1.05M,1.41%
106,Canada,2020-06-25,376,66.63,66.15,66.68,65.46,465.19K,0.76%
107,Canada,2020-06-26,166,65.34,66.64,66.8,65.2,495.38K,-1.94%
108,Canada,2020-06-29,637,67.2,65.49,67.5,65.36,735.35K,2.85%
109,Canada,2020-06-30,267,66.11,67.06,67.49,65.88,683.85K,-1.62%
110,Canada,2020-07-02,355,66.59,66.62,67.05,66.28,684.02K,0.73%
111,Canada,2020-07-03,319,66.71,66.82,66.82,66.1,237.53K,0.18%
112,Canada,2020-07-06,421,67.49,66.88,67.74,66.38,448.33K,1.17%
113,Canada,2020-07-07,208,67.31,67.22,67.66,66.96,372.37K,-0.27%
114,Canada,2020-07-08,311,66.89,67.25,67.4,66.5,354.79K,-0.62%
115,Canada,2020-07-09,322,66.86,66.81,67.7,66.49,292.01K,-0.04%
116,Canada,2020-07-10,328,67.43,66.96,67.5,66.79,327.91K,0.85%
117,Canada,2020-07-13,636,68.1,67.42,68.24,67.06,442.69K,0.99%
118,Canada,2020-07-14,366,68.42,67.87,68.69,67.87,669.07K,0.47%
119,Canada,2020-07-15,343,69.36,68.69,70.06,68.52,558.39K,1.37%
120,Canada,2020-07-16,451,69.6,69.14,69.93,69.09,271.12K,0.35%
121,Canada,2020-07-17,415,70.35,69.54,70.54,69.4,367.99K,1.08%
122,Canada,2020-07-20,770,70.17,70.54,70.69,70.15,282.52K,-0.26%
123,Canada,2020-07-21,535,68.79,70.19,70.57,68.69,449.48K,-1.97%
124,Canada,2020-07-22,317,68.42,68.99,69.09,68.19,400.25K,-0.54%
125,Canada,2020-07-23,608,69.46,69.23,70.03,68.69,665.20K,1.52%
126,Canada,2020-07-24,717,69.13,69.53,69.64,68.52,357.44K,-0.48%
127,Canada,2020-07-27,682,69.25,68.79,69.66,68.79,222.45K,0.17%
128,Canada,2020-07-28,400,68.8,69.0,69.42,68.69,310.05K,-0.65%
129,Canada,2020-07-29,486,69.79,69.12,70.1,68.71,687.20K,1.44%
130,Canada,2020-07-30,320,70.0,69.6,70.01,69.19,341.26K,0.30%
131,Canada,2020-07-31,604,69.49,69.55,70.0,68.45,360.46K,-0.73%
132,Canada,2020-08-04,686,69.77,69.85,70.11,69.39,483.75K,0.40%
