"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 03, 2020","106.88","107.86","108.72","106.85","4.55M","-0.47%"
"Jul 31, 2020","107.38","105.63","107.42","105.05","4.12M","1.80%"
"Jul 30, 2020","105.48","105.00","105.91","104.65","2.69M","-0.28%"
"Jul 29, 2020","105.78","105.22","106.37","104.54","3.61M","1.21%"
"Jul 28, 2020","104.52","105.06","105.47","104.21","3.67M","-1.04%"
"Jul 27, 2020","105.62","104.45","106.25","104.40","7.96M","0.66%"
"Jul 24, 2020","104.93","104.52","105.23","104.23","4.99M","0.40%"
"Jul 23, 2020","104.51","105.11","105.28","104.37","6.64M","-0.40%"
"Jul 22, 2020","104.93","105.65","106.31","104.76","4.66M","-0.62%"
"Jul 21, 2020","105.58","106.33","106.48","105.25","3.60M","-0.53%"
"Jul 20, 2020","106.14","105.41","106.25","105.03","3.63M","0.75%"
"Jul 17, 2020","105.35","104.87","105.73","104.09","4.01M","0.82%"
"Jul 16, 2020","104.49","104.78","104.82","103.45","5.75M","-0.41%"
"Jul 15, 2020","104.92","105.51","106.08","104.53","4.47M","-0.45%"
"Jul 14, 2020","105.39","103.57","106.53","103.57","7.88M","0.83%"
"Jul 13, 2020","104.52","106.90","107.52","104.30","5.75M","-2.36%"
"Jul 10, 2020","107.05","105.82","107.19","105.29","4.56M","0.83%"
"Jul 09, 2020","106.17","106.36","106.67","105.05","3.96M","-0.41%"
"Jul 08, 2020","106.61","106.25","106.62","105.37","4.30M","0.77%"
"Jul 07, 2020","105.80","106.37","107.59","105.60","5.57M","-0.92%"
"Jul 06, 2020","106.78","106.60","107.65","106.23","5.26M","0.73%"
"Jul 02, 2020","106.01","106.95","107.34","105.35","6.41M","-0.11%"
"Jul 01, 2020","106.13","105.78","106.22","103.89","9.60M","1.90%"
"Jun 30, 2020","104.15","105.67","105.93","104.03","10.83M","-1.71%"
"Jun 29, 2020","105.96","105.80","106.24","103.97","9.10M","0.72%"
"Jun 26, 2020","105.20","109.15","109.85","104.73","25.37M","-4.53%"
"Jun 25, 2020","110.19","109.65","111.57","108.52","55.41M","1.62%"
"Jun 24, 2020","108.43","105.41","109.00","104.60","66.90M","1.19%"
"Jun 23, 2020","107.16","104.00","110.41","103.55","22.93M","0.53%"
"Jun 22, 2020","106.60","106.72","108.70","106.03","5.09M","-0.28%"
"Jun 19, 2020","106.90","107.34","109.00","106.39","9.27M","0.48%"
"Jun 18, 2020","106.39","103.65","106.82","103.41","4.70M","3.66%"
"Jun 17, 2020","102.63","103.15","104.80","102.37","3.76M","-0.25%"
"Jun 16, 2020","102.89","104.00","104.00","100.11","5.62M","-1.71%"
"Jun 15, 2020","104.68","101.32","105.15","100.83","3.85M","2.32%"
"Jun 12, 2020","102.31","104.25","105.05","100.26","5.29M","1.41%"
"Jun 11, 2020","100.89","104.51","105.31","100.74","7.63M","-4.63%"
"Jun 10, 2020","105.79","103.03","106.68","103.01","6.27M","2.52%"
"Jun 09, 2020","103.19","102.55","103.53","101.77","5.04M","-1.22%"
"Jun 08, 2020","104.46","101.00","105.09","100.48","5.04M","3.29%"
"Jun 05, 2020","101.13","101.30","102.96","100.50","3.96M","0.96%"
"Jun 04, 2020","100.17","101.27","101.47","99.81","2.53M","-1.03%"
"Jun 03, 2020","101.21","100.88","102.34","100.53","3.76M","0.80%"
"Jun 02, 2020","100.41","98.69","100.49","98.59","4.72M","0.71%"
"Jun 01, 2020","99.70","99.85","100.95","99.35","2.90M","-0.34%"
"May 29, 2020","100.04","99.27","100.40","97.32","9.79M","0.83%"
"May 28, 2020","99.22","97.52","99.83","97.15","5.45M","2.08%"
"May 27, 2020","97.20","95.85","97.44","95.11","4.54M","1.71%"
"May 26, 2020","95.57","97.20","97.20","95.20","5.01M","-0.24%"
"May 22, 2020","95.80","94.54","96.72","94.35","4.85M","1.49%"
"May 21, 2020","94.39","98.51","98.54","94.11","5.59M","-3.82%"
"May 20, 2020","98.14","99.18","99.79","97.83","5.98M","-0.47%"
"May 19, 2020","98.60","98.36","99.76","96.71","21.39M","-3.23%"
"May 18, 2020","101.89","98.28","102.72","98.28","6.39M","4.70%"
"May 15, 2020","97.32","94.46","97.59","93.75","6.72M","2.54%"
"May 14, 2020","94.91","92.68","95.04","92.24","3.99M","2.30%"
"May 13, 2020","92.78","94.39","94.53","91.50","3.26M","-1.93%"
"May 12, 2020","94.61","96.18","96.67","94.55","3.77M","-2.18%"
"May 11, 2020","96.72","96.48","97.46","95.98","3.73M","-1.83%"
"May 08, 2020","98.52","96.64","98.77","95.03","4.85M","3.39%"
